caption,commentsCount,likesCount,ownerFullName,ownerUsername,type,url,videoDuration,videoPlayCount
"🎉 С Днём Учителя и Наставника!

IT-Academy поздравляет вас с профессиональным днём! ✨ Спасибо вам за терпение, поддержку и желание делиться знаниями. Благодаря вашему труду и мудрости, ученики открывают новые горизонты и достигают высот 🚀.

Вы делаете мир лучше, вдохновляя и направляя. Спасибо за ваш труд! 🙏💡

🎉 O‘qituvchi va Murabbiylar kuni bilan!

IT-Academy sizni kasbiy bayramingiz bilan tabriklaydi! ✨ Sabringiz, qo‘llab-quvvatlashingiz va bilimlaringizni o‘rtoqlashishga bo‘lgan intilishingiz uchun katta rahmat. Sizning mehnatingiz va donoligingiz tufayli o‘quvchilar yangi cho’qqilarni zabt etib, yuksakliklarga erishmoqdalar 🚀

Siz ilhom berib, yo‘l ko‘rsatasiz va dunyoni yaxshiroq qilasiz. Mehnatingiz uchun tashakkur! 🙏💡",0,27,Школа программирования,itacademy_uz,Image,https://www.instagram.com/p/DAkoaACueFU/,,
"☀️ Bugun 1-oktabr «Ustoz va Murabbiylar kuni»

Bizga ilm-fan yo‘lini ko‘rsatib, har bir yutug‘imizda o‘z hissasini qo‘shgan aziz o‘qituvchilarimizni bayram bilan tabriklaymiz! Sizlar nafaqat bilim, balki katta sabr va mehr-muhabbat bilan qalblarimizga o‘zingizdan iz qoldirdingiz.

🎉 Bayramingiz muborak aziz Ustozlar! 

Ustozlaringiz uchun tabrikni izohlarda qoldirishingiz mumkin 👇",21,904,Haad LC,haad_uz,Image,https://www.instagram.com/p/DAkaiKkKldu/,,
"Har bir soha bitta san’at. #lets_intervyu rubrikamizda tanishtiruv videolari davom etadi. 

Bu safar Interyer dizayn mutaxassislari Munira To’lqunova va Jahongir Aliyev ustozlarimizning “vaqtini o’g’irladik”😉

Keyingi safar mentorlarimizni studiyalariga sayohat qilsak, shu fikrga nima deysiz)",10,78,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C9J2mv4tp05/,120.3,3118.0
"Как разнообразить свой досуг, да ещё и с пользой?🤔

Недавно мы пригласили друзей из @sciencelab.uz в наш филиал на Сергелях. Они устроили потрясающее шоу под названием «Магия воздуха», где все желающие могли узнать больше о физических явлениях через увлекательные эксперементы! Это не только невероятно увлекло всех участников, но и дало понимание важных законов физики, которые для них теперь не являются секретом. Мастер класс также посетили и родители наших юных учёных и также остались в восторге от увиденного 🧑‍🔬👩‍🔬

Учёба должна быть не только продуктивной, но и увлекательной, мы планируем проводить ещё больше подобных мероприятий с нашими партнёрами во всех наших филиалах🥳

Следите за дальнейшими анонсами мероприятий у нас в инстаграм, а также в телеогам канале! 😌
——————
Bo‘sh vaqtingizni qanday foydali va qiziqarli o‘tkazish mumkin?🤔

Yaqinda bizning Sergelidagi filialimizga Science Lab’dan do‘stlarimiz tashrif buyurishdi. Ular «Havo sehrlari» deb nomlangan ajoyib shouni tashkil qilishdi, bu yerda barcha ishtirokchilar qiziqarli tajribalar orqali fizik hodisalar haqida ko‘proq ma’lumot olish imkoniyatiga ega bo‘lishdi! Bu nafaqat barcha ishtirokchilarni hayratda qoldirdi, balki ularga muhim fizik qonunlarni tushunish imkoniyatini ham berdi, endi ular uchun hech qanday sir qolmadi. Master-klassni bizning yosh olimlarimizning ota-onalari ham kuzatib, ko‘rganlaridan hayratda qolishdi 🧑‍🔬👩‍🔬

Ta’lim nafaqat samarali, balki qiziqarli ham bo‘lishi kerak, shuning uchun biz hamkorlarimiz bilan bunday tadbirlarni barcha filiallarimizda o‘tkazishni rejalashtiryapmiz 🥳

Instagram va Telegram kanallarimizda bo‘lajak tadbirlarimizning e’lonlarini kuzatib boring! 😌",4,39,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/DAitLUhNNpV/,49.566,1193.0
"Dunyoni eng kuchli kiber armiyalar: Xavfli kuchlar!

Kiber armiyalar! Ular o‘z mamlakatlarini himoya qilishdan tashqari, dunyo bo‘ylab xavfli hujumlarni amalga oshiradi. Bu videoda eng kuchli sirli kiber armiyaning ichki dunyosi haqida gaplashamiz!

To'liq videoni YouTube sahifamizda ko'rishingiz mumkin!",30,1403,Haad LC,haad_uz,Video,https://www.instagram.com/p/DAtYXmPKPQC/,28.236,33583.0
"Hacktoberfest | master-klass

Kiberxavfsizlikka qiziqasizmi? Biz sizni bepul master-klassga taklif qilamiz! Bu imkoniyatni qo'ldan boy bermang — sizni real kiber tahdidlar, ularni qanday bartaraf etish usullari va tajribali mutaxassislarning maslahatlari va qiziqarli sovg'alar kutmoqda. Hamma uchun ochiq, joylar cheklangan!

Master-klassni shaxsan Saud Abdulwahedni o'zlari ochib beradilar!

📅 Qachon: 12-oktyabr, shanba, 10:00 da
🙋‍♂️ Kimlar uchun: Barcha uchun ochiq
📍 Manzil: «Haad Campus», Uchtepa filiali

Ro'yxatdan o'tish uchun link story'da!

☎️ +998930458811",4,238,Haad LC,haad_uz,Video,https://www.instagram.com/p/DAnbb4EKAvq/,3.83,16009.0
"🎮 Ваш ребёнок проводит слишком много времени за компьютером? Превратите это в возможность для развития!

В месте с нами дети научатся программированию, созданию игр, дизайну и многому другому. В наших филиалах сейчас активно ведётся набор на детские курсы по различным направлениям, а пробный урок играет роль своего рода профориентации, ведь правильный выбор направления, пожалуй, один из самых ключевых моментов в развитии.
 
Дайте вашему ребенку шанс развить полезные навыки и открыть двери в мир IT! 🚀

📲 Запишитесь на бесплатный урок в IT-Academy уже сегодня!

🎮 Farzandingiz kompyuterda juda ko‘p vaqt o‘tkazyaptimi? Bu vaqtni rivojlanish uchun imkoniyatga aylantiring!

Biz bilan birga bolalar dasturlash, o‘yinlar yaratish, dizayn va boshqa ko‘plab yo‘nalishlarda bilim olishadi. Hozirda bizning filiallarimizda turli yo‘nalishlar bo‘yicha bolalar kurslariga faol qabul jarayoni davom etmoqda. Sinov darsi esa farzandingiz uchun to‘g‘ri yo‘nalishni tanlashda muhim qadam bo‘lib xizmat qiladi, chunki yo‘nalishning to‘g‘ri tanlanishi rivojlanishdagi eng asosiy lahzalaridan biridir.

Farzandingizga foydali ko‘nikmalarni rivojlantirish va IT olamiga kirish imkoniyatini bering! 🚀

📲 Bugunoq IT-Academy’da bepul darsga yoziling!",5,38,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/DAbFWGkucsO/,28.6,1048.0
"Наши ученики делятся своим опытом обучения в IT-Academy и рассказывают о проекте на Node.js, над которым они работают. 💻 В видео они говорят о своих впечатлениях от курсов, проектной работы и почему они рекомендуют нашу академию друзьям.

В эту субботу вы можете узнать больше о том, как наши студенты растут и развиваются в мире IT! Вы можете увидеть их проекты в 17:00 прямо в нашем учебном центре, ул. Шахрисабз, 7 🚀

Хотите присоединиться? Запишитесь на наши курсы прямо сейчас! Просто напишите нам в директ. 📲

Bizning o’quvchilar IT-Academy’dagi o’qish jarayoni va Node.js loyihasi ustida olib borayotgan ishlari haqida fikrlari bilan bo’lishishmoqda. 💻 Ular kurslardagi taassurotlari, loyiha ustidagi ishlari va nega bizning akademiyani do’stlariga tavsiya qilayotganlari haqida gapirishadi.

Talabalarimiz IT dunyosida qanday o’sib borayotganini bilib oling! 🚀

Qo’shilishni xohlaysizmi? Kurslarimizga hoziroq yoziling! 📲",1,34,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/DAWBG-gNrPS/,113.533,1437.0
"Вторую осень подряд мы проводим наш креативный ивент в IT-Academy, совмещая IT и искусство воедино.

На этот раз мы подготовили для вас довольно необычный формат и хотим пригласить всех желающих творцов присоединиться к нам. Участникам зарисовок предстоит рисовать наброски и скетчи, сотрудники академии будут сканировать работы и передавать их ученикам с курса по графическому дизайну.

Ученики, тут же будут создавать постеры, соединяя инфографику и вписывая в композицию полученные наброски.

Это будет уникальный опыт для всех и мы верим что мероприятие пробудит креативность во всех участниках. Мы также сможем провести бесплатную лекцию по дизайну, чтобы все желающие могли попробовать сделать дазайн собственного постера, поэтому суббота намечается довольно продуктивная.

Мы ждём всех 28 сентября
в 14:00 в IT-Academy
по адресу Шахрисабз 7
(Здание главпочтамта, центральный вход)

Вход платный, стоимость 50 000 сум
Для регистрации вы можете написать в директ",18,70,Школа программирования,itacademy_uz,Image,https://www.instagram.com/p/DALhyGetdOW/,,
"28 числа мы проводим ивент, где наши ученики курса по графическому дизайну и наши друзья из сообщества художников будут участвовать в создании уникальных постеров. Если вы хотите увидеть творческий процесс или даже поучаствовать — присоединяйтесь к нам! 💥

📅 Когда: 28 сентября 14:00
📍 Локация: Шахрисабз 7, здание главпочтамта 

Не упустите шанс понаблюдать и проникнуться зарядом креатива в эту субботу. До встречи! ✌️

——————

28-kuni biz grafik dizayn kursining o‘quvchilari va rassomlar hamjamiyatidan do‘stlarimiz bilan birgalikda o‘ziga xos posterni yaratish bo‘yicha ijodiy battle o‘tkazmoqchimiz. Agar siz ijodiy jarayonni kuzatishni yoki ishtirok etishni xohlasangiz — bizga qo‘shiling! 💥

📅 Vaqt: 28-sentyabr, soat 14:00
📍 Manzil: Shahrisabz 7, O’zbekiston pochta binosi

Ushbu shanba kuni kreativlik ruhini his qilish va ilhom olish imkoniyatini qo‘ldan boy bermang. Ko‘rishguncha! ✌️",3,40,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/DAQuZspN6do/,51.106,1167.0
"Biz haqiqatan ham erkin tanlovga egamizmi, yoki buni faqat illyuziya deb bilamizmi?

Har bir bekat — bu yangi ma'lumotlar va xavflar ostonasi.

📍 Eng to'g'ri bekat esa Haad!

☎️ +998930458811
☎️ +998935878811",8,488,Haad LC,haad_uz,Video,https://www.instagram.com/p/DA3aO-CK-5v/,15.0,15546.0
"Мнение родителей о наших курсах!

На прошлой неделе мы пригласили маму нашего ученика Артёма из группы Scratch, чтобы узнать её впечатления. Валентина с радостью поделилась эмоциями о процессе обучения, курсе и нашем преподавателе! 🎓💬

Мы понимаем, как важно для родителей дать своим детям самое лучшее. Хотите, чтобы ваш ребёнок развивал IT-навыки, но не знаете с чего начать? 🤔
Мы предлагаем индивидуальные и групповые профориентационные сессии, а также бесплатную лекцию по любому направлению для ваших детей! 🎁

📞 Записаться проще простого — напишите нам или позвоните по номеру +998781130512. Двери IT-Academy всегда открыты для вас!",3,36,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/C_-ulPWtuqF/,68.196,1255.0
"Moushn va Animatsion dunyoga marhamat!

💻 Kompyuterda harakatli grafikalar va animatsiya yaratish uchun eng yaxshi dasturlar deb qaysilarini aytolasiz? Yuqorida biz sizga eng keng qo’llaniladigan vositalarni tavsiya etdik. Tanishib chiqing, va bu sohada karyera qilmoqchi bo’lsangiz, albatta, mana shu dasturlardan foydalanishni o’rganing.

⚡️ Ushbu dasturlar yordamida tasavvuringizni reallikka aylantirishingiz va ijodingizni yangi darajaga olib chiqishingiz mumkin. Izohlarda siz o’rganishni istaydigan dastur nomini yozib qolding.",26,77,Let’s Animate oʻquv markazi,letsanimateuz,Sidecar,https://www.instagram.com/p/C85B6ysuRAz/,,
"👩‍💻 С чего начать обучение детей в IT? 

Как начать, и какой курс выбрать? В этом видео мы расскажем, как ваш ребёнок может сделать первые шаги в мир IT.

💡 В IT-Academy мы предлагаем общие курсы для новичков и продвинутые программы, такие как создание 3D игр и веб-сайтов! Логика, креативность и программирование — всё это ждёт вашего ребёнка.

📞 Не знаете, с чего начать? Записывайтесь на бесплатную консультацию и пробный урок!

Наши контакты +998781130512",0,35,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/C_273ZfNjHw/,74.366,1072.0
"Воркшоп на курсе графического дизайна! 🎨

Мы всегда стараемся давать максимум практики на наших лекциях, ведь только так, постоянно совершенствуя навыки, можно прийти к качественному результату.

Наши ученики погрузились в мир дизайна, где на практике учатся создавать креативные постеры. В этом воркшопе они прошли путь от концепции до готового проекта. 

👩‍🎨👨‍🎨 IT-Academy — здесь начинается ваш творческий путь!

📲 Напишите нам в директ для регистрации на бесплатный мастер-класс уже в эту субботу, в 17:00.",7,30,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/DAYg7Pvtx2f/,52.3,909.0
"💻 Хочешь стать Full Stack разработчиком?

Никита, наш преподаватель курса по front-end разработке, рассказывает, как наши ученики освоили не только создание сайтов, но и серверную часть с базами данных с помощью node.js. Теперь они работают над своим первым коммерческим проектом и получают настоящей опыт работы в качестве разработчиков! 💼💪

Если ты уже изучил front-end и хочешь прокачаться до full stack разработчика — приходи на открытую лекцию по Node.js! 📚",7,44,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/DAJDxRRtTBm/,70.0,1017.0
"🍂 Kuzgi qabul davom etmoqda! 🍂

Hudi kiyish vaqti keldi — va Haad’da yangi bilimlarni o‘zlashtirish vaqti ham! 🧑‍💻🍁

Cybersecurity olamiga qadam qo'yishning ayni payti! Haad markazida kuzgi kurslar uchun qabul hali ochiq. ⏳ 

🚀 Tezroq ro'yxatdan o'ting va o'zingizni kelajakning eng kuchli himoyachisi sifatida tayyorlang. 

🎯 O'qishni endi boshlash yoki malakangizni oshirishni xohlaysizmi? Bizning kurslar har bir darajadagi talabaga mos!

⚡️ Joylar cheklangan! Bugun ro'yxatdan o'ting va kiberxavfsizlik sohasida o'z o'rningizni egallang.

Ro'yxatdan o'tish uchun 👇
https://haad.ai/

☎️ 930458811",14,535,Haad LC,haad_uz,Image,https://www.instagram.com/p/DAibPCcKDaD/,,
"Virtual dunyoda real hissiyotlar!

⚡️ Unreal Engine aslida Epic Games tomonidan ishlab chiqilgan juda katta imkoniyatlarga ega o’yin motori hisoblanadi. Bu platforma nafaqat o’yin yaratish uchun, balki arxitektura, interyer va eksteryer dizayn, avtomobilsozlik, filmlar va virtual reallik loyihalarini ishlab chiqishda ham qo’llaniladi.

💻 Let’s Animate markazi Unreal Engine platformasining Arxitektura yo’nalishidan kurslarni yo’lga qo’ymoqda. Darslarni United Soft kompaniyasida Unreal Engine mutaxassisi va animatori bo’lib ishlayotgan Nodir G’aniyev ustozimiz olib boradilar. Yuqorida ular bilan tanishtiruv videosini ko’rishingiz mumkin.

🚀 Bu sohani ko’proq va yana ham aniqroq yoritib borishimizni xohlaysizmi? Izohlarda fikringiz va savollaringizni yozib qoldiring",38,106,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C9DL-5ZtF1X/,157.431,3976.0
"Siz ham uddalay olasiz!

🔥 Let’s Animate bilan o’z kelajagini “loyihalashtirgan” o’quvchilarimiz aslida juda ko’p. Suratlar orqali bizda o’qigan va o’qiyotgan o’quvchilarning real loyihalaridan namunalarni ko’rishingiz mumkin.

Bu sohani o’rganish uchun sizda ham qiziqish va ishtiyoq bo’lsa, izohlarda ‘+’ belgisini qoldiring 😇",8,61,Let’s Animate oʻquv markazi,letsanimateuz,Sidecar,https://www.instagram.com/p/C8r2EMxtMIm/,,
"“O‘qish uchun Qozog‘istondan keldim” 

⚡️ Tanishing, o‘quvchimiz Alisher. Ular hozirda Interyer dizayn kursimizda o‘qiydilar. Bir kasbni o‘rganish uchun qo‘shni davlatga kelish qanchalik arziydi yoki yo‘q? Alisher bilan mana shu mavzuda suhbatlashdik. Kursdan qanday foyda olayotganliklari haqida so‘radik. Videoni ko‘rish orqali ularni javoblarini eshitishingiz va katta-kichik yutuqlari haqida bilib olishingiz mumkin. 

🚀 Siz-chi, biror kasb o‘rganish uchun boshqa shaharga yoki davlatga borgan bo‘larmidingiz? Izohlarda fikringizni yozib qoldiring)",4,73,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C8xEMWRtPyD/,116.166,3128.0
"“Kunimning asosiy qismi kovorkingda o’tadi”

Kovorking zonada ishlab o’tirgan ko’plab o’quvchilarni ko’ramiz. Ba’zilari e’tiborimizni tortadi va ular bilan o’quv markaz hamda o’qiyotgan sohalari bo’yicha suhbat qilib turamiz. Chunki shunday o’quvchilar bor, qilayotgan ishlari bilan boshqalardan ajralib turadi. Asosiy fokusini kasb o’rganishga qaratgan, ko’p vaqtini markazda o’tkazadigan yigit-qizlar ko’p. Ulardan biri Farruh. Moushn dizayn yo’nalishida Sanjar Beknazarov ustozimizning guruhida o’qiydilar. 

Firklari uchun Farruhga rahmat deymiz va kelajakdagi ishlariga rivoj tilab qolamiz. Har bir bitiruvchimizning muvaffaqiyati bizni xursand qiladi. Farruh, maqsadlaringiz yo’lida to’xtab qolmang. Omad 🔥",4,60,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C9NPOAqtypn/,121.467,3080.0
"✈️ Быстрое путешествие по IT-Academy!

Каждый большой путь начинается с маленького шага, а ваше путешествие в мир IT начинается у нас. В нашей академии для вас открыты новые возможности! 

Мы дарим вам бесплатный урок по любому направлению. Это полноценное занятие, которое даст вам возможность написать свой первый код, сделать первый дизайн или создать собственную игру!

Давайте взлетим вместе и покорим новые вершины в мире технологий, начав в маленького на важного шага! 🚀

Запишетесь прямо сегодня, написав нам в сообщениях😉",7,59,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/DAD5rS9N1Lv/,15.133,3752.0
"Amaliyotga asoslangan ta’lim, u qayerda?

✨ Interyer dizayn deymiz, AutoCad, 3D Max deymiz, shu dasturlarning o’zi bilangina soha vakili bo’lish mumkinmi? Mana shu savollarga video orqali javob berdik. Videodan interyer dizayn kasbini o’rganishda amaliy tajribalarning qanchalik muhimligini bilib olishingiz mumkin.

💻 Bir so’z bilan aytganda, Let’s Animate markazida o’qish orqali siz amaliyot bilan nazariy bilimlarni uyg‘unlashtirib, o’z karyerangizni boshlash imkoniyatiga ega bo‘lasiz.

Ochiq darslarimizda ishtirok etish uchun izohlarda ‘+’ belgisini qoldiring.",9,117,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C87N7CstwkW/,46.166,13928.0
"😇 “Boshqotirma 2” multfilmini boshqa rakursdan yoritib berishga harakat qildik. Kompyuter grafikasi tomonidan vizual effektlarini tahlil qildik. Siz film yoki multfilm koʻrayotganingizda aynan qaysi jihatlariga koʻproq e’tibor berasiz?

Fikringizni izohlarda yozib qoldiring",8,159,Let’s Animate oʻquv markazi,letsanimateuz,Sidecar,https://www.instagram.com/p/C9Fv6YWNXqQ/,,
"Moushn Dizayn sohasida 15 yillik tajriba!

🎬 Ushbu haftada bizning #lets_intervyu rubrikamiz 3D moushn dizaynda katta tajribaga ega bo’lgan Sanjar Beknazarov ustozimiz bilan bo’ldi.

⚡️ Bu savol-javoblarni qisqa tanishtiruv desak ham bo’ladi. Shu bilan birga, ustozning yosh dizaynerlarga beradigan qimmatli maslahatlarini tinglashingiz mumkin. Sohaga doir ochiq darsimiz videosini olish uchun direct’ga murojaat qilsangiz, sizga yuboramiz.

💬 Yana qaysi ustozlar bilan suhbatni ko’rishni istardingiz, izohlarda yozib qoldiring.",7,59,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C89y64cN5I1/,108.333,2813.0
"🚀 Реальный опыт для наших студентов

В новом проекте наши студенты получили шанс, которого они так ждали — работать над реальным проектом с использованием Node.js и всё это не безвозмездно. 💻

👨‍🏫 Под руководством преподавателя, они осваивают навыки, которые необходимы для успешной карьеры в IT. Этот проект — уникальная возможность испытать свои знания на практике и приобрести ценный опыт как в плане разработки, так и в командной работе.

Интересно, как проходят занятия? Смотрите видео и узнайте больше!",10,72,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/C_x8kP5tIYD/,38.733,1869.0
"Kiberhujumlar endi uzoqdagi tahdid emas!

Bizga ,,+” yozib yuboring va bizga qo’shilish uchun ilk qadamni bosing.

Siz bunga tayyormisiz?",691,8623,Haad LC,haad_uz,Video,https://www.instagram.com/p/DAjIgFoKlpB/,62.739,833485.0
"Masshtabli loyihalar bilan ishlash vaqti keldi!

🔹 Dunyo bo’yicha BIM texnologiyasidan keng foydalanilayotganini hisobga olsak, bu yo’nalishdagi mutaxassislarga talab juda katta. Davlat korxonalarida ham, xususiy firmalarda ham BIM arxitektorlari yuqori ‘chek’larda ishlashadi.

💻 Agarda siz arxitektura yoki interyer dizayn sohasida faoliyat yuritsangiz, yangi imkoniyatlardan foydalanib ko’ring. Aynan Revit yo’nalishi sizni bir pog’ona yuqori bosqichga ko’taradi.

Ochiq darslarimizda ishtirok etish uchun izohlarda ‘+’ belgisini qoldiring",0,35,Let’s Animate oʻquv markazi,letsanimateuz,Sidecar,https://www.instagram.com/p/C9Ag1RJNYBP/,,
"Yorqin dizaynlar, kuchli taassurotlar demakdir! 

⚡️Do’stlar, bizda #lets_intervyu rubrikasi davom etadi. Bu sonda Grafik dizayndan dars beruvchi ustozlarimiz bilan sohaga oid qisqa savol-javoblar qildik. 

Agarda siz shu kabi zamonaviy sohalarni o’rganish istagida bo’lsangiz, ushbu rubrikadagi videolarni diqqat bilan ko’ring. Kerakli insaytlar olishingizga ishonamiz✌️",4,77,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C8ulmagNZIW/,185.933,3240.0
"⚡️ Sifatli bilim beruvchi maskan

O‘zbekiston bozorida dasturlashni o‘rgatadigan ta’lim maskanlari talaygina, lekin biz bugun ular orasida sifatli bilim beruvchi maskan PDP Academy haqida gaplashamiz.

🖥 Xalqaro tajribaga ega ustozlardan dasturlashni sifatli o‘rganing!

Murojaat uchun:
📞 78-777-47-47",28,283,PDP Academy,pdpuz,Video,https://www.instagram.com/p/C-203UXNAa9/,130.733,7908.0
"👨‍💻“Kelajak kasblari” loyihasi PDP Akademiyasida

📈PDP Academy’da “Kelajak kasblari” loyihasi doirasida tahsil olib bugungi kunda dasturlashda o‘z o‘rniga ega bo‘lgan yoshlarimiz bilan tanishing.

ℹ️”Kelajak kasblari” loyihasi O‘zbekiston Respublikasi Yoshlar ishlari agentligi tomonidan tashkil etilgan. Loyihaning asosiy maqsadi yoshlarni zamonaviy kasblarni egallashlari uchun zamin yaratishdir. 

🗣️Siz ham dasturlashni o‘rganmoqchi bo‘lsangiz PDP Academy’dan boshlang. 

Murojaat uchun:
📞78-777-47-47",7,97,PDP Academy,pdpuz,Sidecar,https://www.instagram.com/p/C_IQUGcOMhQ/,,
"🧑‍💻OOP va Design Principles - Axror Mamasodirov

🗣️ OOP va Design Principles mavzusida tajribali va malakali mentor Axror Mamasodirov bilan tashkil etilgan master-klass YouTube sahifamizga joylandi.

🤩Videoni online formatda to‘liq YouTube sahifamizda tomosha qilishingiz mumkin.

Murojaat uchun:
📞 78-777-47-47",15,157,PDP Academy,pdpuz,Video,https://www.instagram.com/p/C-xqSmntsF3/,48.581,7875.0
"👩🏻‍💻CodingLadies: PDP Academy’da dasturchi qizlar kuni

⭐️ PDP Academy dasturchi qizlarni qo‘llab-quvvatlab, ular uchun ajoyib yangiliklar qilishni davom etadi.

🤩 4-avgust soat 11:00 da PDP Academy binosida dasturchi qizlar o‘rtasida “CodingLadies” bo‘lib o‘tadi.

🏆Tadbir interaktiv o‘yin tarzida olib boriladi. G‘oliblar esa PDP Academy tomonidan taqdirlanadi.

🙂 Faqatgina shumi? - deysizmi. Yo‘q, yo‘q... Sizni tadbir davomida spikerlar bilan master-klasslar, workshoplar, tushlik kutmoqda.

👉Tadbirda qatnashish uchun storydagi havola orqali ro‘yxatdan o‘ting👈

❓ Nima deb o‘ylaysiz, tadbirga kim spiker  qilib chaqirilgan? Fikringizni izohlarda  qoldiring, kuningizni Biz bilan maroqli va foydali o‘tkazing.

Murojaat uchun:
📞 78-777-47-47",2,80,PDP Academy,pdpuz,Image,https://www.instagram.com/p/C-A0xnpt8J_/,,
"CodingLadies dasturchi qizlar

Sizga PDP Academy dasturchi qizlar uchun Coding Ledies tadbirini o‘tkazishi haqida xabar bergandik.

Tadbirda qatnasha olmaganlar uchun video YouTube sahifamizga joylandi.

🤩 Videoni online formatda to‘liq YouTube sahifamizda tomosha qilishingiz mumkin.

Murojaat uchun:
📞 78-777-47-47",18,150,PDP Academy,pdpuz,Video,https://www.instagram.com/p/C_AByr5tyDK/,37.469,7517.0
"17 yoshda 1000$ topish siri, Backend dasturchi

⚡️ Bugungi qahramonimiz PDP Academy bitiruvchisi Robiya Obidjonova bo‘ldi.

📹 “Meni ilk bora bu yerga olib kelgan inson mening otam bo‘ladi. Karantin paytida hamma qizlar uy ishlari bilan band bo‘lgan paytda, dadam meni IT’ga olib kirdilar...”

To’liq videoni You Tube kanalimiz orqali ko‘rishingiz mumkin 

Murojaat uchun:
📞 78-777-47-47",110,2123,PDP Academy,pdpuz,Video,https://www.instagram.com/p/C-AvWv0NELy/,45.587,149525.0
"Нашли себя на фотографиях? 😎

Если нет, то приходите к нам за востребованной профессией и открывайте для себя новые возможности. 🌟

На фотографиях мы запечатлели момент, когда наши студенты успешно окончили курсы и стали полноценными специалистами в своих сферах. 🧠

Мы гордимся нашими выпускниками и желаем им успехов в карьере. 🤩

Пишите «+» в комментариях, и мы отправим вам подробную информацию о наших курсах. 📥",14,267,IT и Digital курсы в Ташкенте,proweb.uz,Sidecar,https://www.instagram.com/p/C9kR0KbN-s1/,,
"Savollaringiz, yoki ikkilanishlaringizni izoh sifatida qoldiring 👇

#kadirovdev #dasturlash #dasturlashni_organish_kursi #veb_dasturlash_kursi #php #izoh sidatida qoldiring",60,298,Kadirov Dev,kadirovdev,Video,https://www.instagram.com/p/DBYaSIsOB66/,85.54,5042.0
"🗣️PDP Academy’da kimlar dars beradi?

Dasturlashda xalqaro tajribaga ega oʻz ishini mutaxassisi boʻlgan ustozlarni topish somondan igna qidirishdek gap. Aynan, ulardan olgan bilimingiz sizning IT’dagi karyerangiz poydevoridir. 

Videoni koʻring va IT’da tajribali ustoz qidirayotgan doʻstlaringizga joʻnatib qoʻying.

🔥🔥Tanlovda adashmang!

Murojaat uchun:
📞 78-777-47-47",28,167,PDP Academy,pdpuz,Video,https://www.instagram.com/p/C-qHlarOy1r/,49.341,7384.0
"Хотим поделиться с вами работами, которые наши талантливые студенты создают на курсе Pro Design. 🤩

Они научились разрабатывать уникальные графические концепции и создавать полноценные дизайн-проекты. 🔥

Если вы хотите освоить востребованные инструменты в Графическом и Веб-дизайне, то записывайтесь на наш курс Pro Design. 😁

Отправляйте «+» в комментариях и мы отправим вам подробную информацию. 📥",15,117,IT и Digital курсы в Ташкенте,proweb.uz,Sidecar,https://www.instagram.com/p/C-NdieQt0wF/,,
"Они делают такие работы всего за 2 месяца обучения! 😱

Мы говорим о наших студентах на курсе МОБИЛОГРАФИЯ, где они с нуля учатся снимать и монтировать контент на собственных телефонах.📱

По окончании обучения они получают работы, которыми могут пополнить свое портфолио для будущего трудоустройства. 😎

Хотите освоить востребованную профессию мобилографа и начать карьеру в этой сфере? Пишите «+» в комментариях, и мы отправим подробную информацию о курсе. 📥",85,231,IT и Digital курсы в Ташкенте,proweb.uz,Sidecar,https://www.instagram.com/p/C9U2JPtt8cu/,,
"Сегодня мы делимся с вами работами наших студентов по курсу PRO SMM. 😎

За 4 месяца они научились разрабатывать стратегии продвижения, делать упаковку бизнес-аккаунтов, запускать таргетированную рекламу, создавать контент и многое другое. 📚

Хотите начать карьеру в самой популярной Digital сфере? Пишите «+» в комментариях, и мы отправим вам подробную информацию о нашем курсе по SMM. 📥",11,94,IT и Digital курсы в Ташкенте,proweb.uz,Sidecar,https://www.instagram.com/p/C944bDCN7-N/,,
